chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
gi|559794742|gb|CP003248.2|	1446265	1446378	+1	Intergenic	argV...argS									
gi|559794742|gb|CP003248.2|	1448031	1453031	+1	Downstream	CCP44049	argS	Rv1292	1	1653	CCP44049	1653	1		
gi|559794742|gb|CP003248.2|	1448031	1453031	+1	Downstream	CCP44049	argS	Rv1292	1	1653	CCP44049	1653	1		
gi|559794742|gb|CP003248.2|	1448203	1453203	+1	Upstream	CCP44054	rho	Rv1297	1	1809	CCP44054	1809	1		
gi|559794742|gb|CP003248.2|	1448203	1453203	+1	Upstream	CCP44054	rho	Rv1297	1	1809	CCP44054	1809	1		
gi|559794742|gb|CP003248.2|	1449371	1454371	+1	Downstream	CCP44050	lysA	Rv1293	1	1344	CCP44050	1344	1		
gi|559794742|gb|CP003248.2|	1449371	1454371	+1	Downstream	CCP44050	lysA	Rv1293	1	1344	CCP44050	1344	1		
gi|559794742|gb|CP003248.2|	1450162	1455162	+1	Upstream	CCP44055	rpmE	Rv1298	1	243	CCP44055	243	1		
gi|559794742|gb|CP003248.2|	1450162	1455162	+1	Upstream	CCP44055	rpmE	Rv1298	1	243	CCP44055	243	1		
gi|559794742|gb|CP003248.2|	1450494	1455494	+1	Upstream	CCP44056	prfA	Rv1299	1	1074	CCP44056	1074	1		
gi|559794742|gb|CP003248.2|	1450494	1455494	+1	Upstream	CCP44056	prfA	Rv1299	1	1074	CCP44056	1074	1		
gi|559794742|gb|CP003248.2|	1450700	1455700	+1	Downstream	CCP44051	thrA	Rv1294	1	1326	CCP44051	1326	1		
gi|559794742|gb|CP003248.2|	1450700	1455700	+1	Downstream	CCP44051	thrA	Rv1294	1	1326	CCP44051	1326	1		
gi|559794742|gb|CP003248.2|	1451564	1456564	+1	Upstream	CCP44057	hemK	Rv1300	1	978	CCP44057	978	1		
gi|559794742|gb|CP003248.2|	1451564	1456564	+1	Upstream	CCP44057	hemK	Rv1300	1	978	CCP44057	978	1		
gi|559794742|gb|CP003248.2|	1451996	1452947	+1	Gene	Rv1296	thrB	Rv1296	1	951					
gi|559794742|gb|CP003248.2|	1451996	1452947	+1	Transcript	CCP44053	thrB	Rv1296	1	951	CCP44053	951	1		
gi|559794742|gb|CP003248.2|	1451996	1452947	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1451997_1452944	thrB	Rv1296	1	951	CCP44053	951	1		
gi|559794742|gb|CP003248.2|	1451996	1452947	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1451997_1452947	thrB	Rv1296	1	951	CCP44053	951	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1449374	1450700	+1	Gene	Rv1294	thrA	Rv1294	1	1326					
gi|559794742|gb|CP003248.2|	1449374	1450700	+1	Transcript	CCP44051	thrA	Rv1294	1	1326	CCP44051	1326	1		
gi|559794742|gb|CP003248.2|	1449374	1450700	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1449375_1450697	thrA	Rv1294	1	1326	CCP44051	1326	1		
gi|559794742|gb|CP003248.2|	1449374	1450700	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1449375_1450700	thrA	Rv1294	1	1326	CCP44051	1326	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1450696	1451779	+1	Gene	Rv1295	thrC	Rv1295	1	1083					
gi|559794742|gb|CP003248.2|	1450696	1451779	+1	Transcript	CCP44052	thrC	Rv1295	1	1083	CCP44052	1083	1		
gi|559794742|gb|CP003248.2|	1450696	1451779	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1450697_1451776	thrC	Rv1295	1	1083	CCP44052	1083	1		
gi|559794742|gb|CP003248.2|	1450696	1451779	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1450697_1451779	thrC	Rv1295	1	1083	CCP44052	1083	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1449371	1449374	+1	Intergenic	lysA...thrA									
gi|559794742|gb|CP003248.2|	1449371	1449374	+1	Intergenic	lysA...thrA									
gi|559794742|gb|CP003248.2|	1448027	1449371	+1	Gene	Rv1293	lysA	Rv1293	1	1344					
gi|559794742|gb|CP003248.2|	1448027	1449371	+1	Transcript	CCP44050	lysA	Rv1293	1	1344	CCP44050	1344	1		
gi|559794742|gb|CP003248.2|	1448027	1449371	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1448028_1449368	lysA	Rv1293	1	1344	CCP44050	1344	1		
gi|559794742|gb|CP003248.2|	1448027	1449371	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1448028_1449371	lysA	Rv1293	1	1344	CCP44050	1344	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1451779	1451996	+1	Intergenic	thrC...thrB									
gi|559794742|gb|CP003248.2|	1451779	1451996	+1	Intergenic	thrC...thrB									
gi|559794742|gb|CP003248.2|	1455162	1455405	+1	Gene	Rv1298	rpmE	Rv1298	1	243					
gi|559794742|gb|CP003248.2|	1455162	1455405	+1	Transcript	CCP44055	rpmE	Rv1298	1	243	CCP44055	243	1		
gi|559794742|gb|CP003248.2|	1455162	1455405	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1455163_1455402	rpmE	Rv1298	1	243	CCP44055	243	1		
gi|559794742|gb|CP003248.2|	1455162	1455405	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1455163_1455405	rpmE	Rv1298	1	243	CCP44055	243	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1453203	1455012	+1	Gene	Rv1297	rho	Rv1297	1	1809					
gi|559794742|gb|CP003248.2|	1453203	1455012	+1	Transcript	CCP44054	rho	Rv1297	1	1809	CCP44054	1809	1		
gi|559794742|gb|CP003248.2|	1453203	1455012	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1453204_1455009	rho	Rv1297	1	1809	CCP44054	1809	1		
gi|559794742|gb|CP003248.2|	1453203	1455012	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1453204_1455012	rho	Rv1297	1	1809	CCP44054	1809	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1452947	1453203	+1	Intergenic	thrB...rho									
gi|559794742|gb|CP003248.2|	1452947	1453203	+1	Intergenic	thrB...rho									
gi|559794742|gb|CP003248.2|	1455012	1455162	+1	Intergenic	rho...rpmE									
gi|559794742|gb|CP003248.2|	1455012	1455162	+1	Intergenic	rho...rpmE									
gi|559794742|gb|CP003248.2|	1455494	1456568	+1	Gene	Rv1299	prfA	Rv1299	1	1074					
gi|559794742|gb|CP003248.2|	1455494	1456568	+1	Transcript	CCP44056	prfA	Rv1299	1	1074	CCP44056	1074	1		
gi|559794742|gb|CP003248.2|	1455494	1456568	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1455495_1456565	prfA	Rv1299	1	1074	CCP44056	1074	1		
gi|559794742|gb|CP003248.2|	1455494	1456568	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1455495_1456568	prfA	Rv1299	1	1074	CCP44056	1074	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1455405	1455494	+1	Intergenic	rpmE...prfA									
gi|559794742|gb|CP003248.2|	1455405	1455494	+1	Intergenic	rpmE...prfA									
gi|559794742|gb|CP003248.2|	1459883	1464883	+1	Upstream	CCP44066	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1459883	1464883	+1	Upstream	CCP44066	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1460251	1465251	+1	Downstream	CCP44060	Rv1303	Rv1303	1	486	CCP44060	486	1		
gi|559794742|gb|CP003248.2|	1460251	1465251	+1	Downstream	CCP44060	Rv1303	Rv1303	1	486	CCP44060	486	1		
gi|559794742|gb|CP003248.2|	1460840	1465840	+1	Upstream	CCP44067	atpD	Rv1310	1	1461	CCP44067	1461	1		
gi|559794742|gb|CP003248.2|	1460840	1465840	+1	Upstream	CCP44067	atpD	Rv1310	1	1461	CCP44067	1461	1		
gi|559794742|gb|CP003248.2|	1460996	1465996	+1	Downstream	CCP44061	atpB	Rv1304	1	753	CCP44061	753	1		
gi|559794742|gb|CP003248.2|	1460996	1465996	+1	Downstream	CCP44061	atpB	Rv1304	1	753	CCP44061	753	1		
gi|559794742|gb|CP003248.2|	1461290	1466290	+1	Downstream	CCP44062	atpE	Rv1305	1	246	CCP44062	246	1		
gi|559794742|gb|CP003248.2|	1461290	1466290	+1	Downstream	CCP44062	atpE	Rv1305	1	246	CCP44062	246	1		
gi|559794742|gb|CP003248.2|	1461836	1466836	+1	Downstream	CCP44063	atpF	Rv1306	1	516	CCP44063	516	1		
gi|559794742|gb|CP003248.2|	1461836	1466836	+1	Downstream	CCP44063	atpF	Rv1306	1	516	CCP44063	516	1		
gi|559794742|gb|CP003248.2|	1462314	1467314	+1	Upstream	CCP44068	atpC	Rv1311	1	366	CCP44068	366	1		
gi|559794742|gb|CP003248.2|	1462314	1467314	+1	Upstream	CCP44068	atpC	Rv1311	1	366	CCP44068	366	1		
gi|559794742|gb|CP003248.2|	1462687	1467687	+1	Upstream	CCP44069	Rv1312	Rv1312	1	444	CCP44069	444	1		
gi|559794742|gb|CP003248.2|	1462687	1467687	+1	Upstream	CCP44069	Rv1312	Rv1312	1	444	CCP44069	444	1		
gi|559794742|gb|CP003248.2|	1463170	1468170	+1	Downstream	CCP44070	Rv1313c	Rv1313c	1	1335	CCP44070	1335	1		
gi|559794742|gb|CP003248.2|	1463170	1468170	+1	Downstream	CCP44070	Rv1313c	Rv1313c	1	1335	CCP44070	1335	1		
gi|559794742|gb|CP003248.2|	1463183	1468183	+1	Downstream	CCP44064	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1463183	1468183	+1	Downstream	CCP44064	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1463227	1464877	+1	Gene	Rv1308	atpA	Rv1308	1	1650					
gi|559794742|gb|CP003248.2|	1463227	1464877	+1	Transcript	CCP44065	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1463227	1464877	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1463228_1464874	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1463227	1464877	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1463228_1464877	atpA	Rv1308	1	1650	CCP44065	1650	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1464670	1469670	+1	Downstream	CCP44071	Rv1314c	Rv1314c	1	582	CCP44071	582	1		
gi|559794742|gb|CP003248.2|	1464670	1469670	+1	Downstream	CCP44071	Rv1314c	Rv1314c	1	582	CCP44071	582	1		
gi|559794742|gb|CP003248.2|	1456842	1461842	+1	Upstream	CCP44064	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1456842	1461842	+1	Upstream	CCP44064	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1457542	1462542	+1	Downstream	CCP44057	hemK	Rv1300	1	978	CCP44057	978	1		
gi|559794742|gb|CP003248.2|	1457542	1462542	+1	Downstream	CCP44057	hemK	Rv1300	1	978	CCP44057	978	1		
gi|559794742|gb|CP003248.2|	1458211	1463211	+1	Downstream	CCP44058	Rv1301	Rv1301	1	654	CCP44058	654	1		
gi|559794742|gb|CP003248.2|	1458211	1463211	+1	Downstream	CCP44058	Rv1301	Rv1301	1	654	CCP44058	654	1		
gi|559794742|gb|CP003248.2|	1458227	1463227	+1	Upstream	CCP44065	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1458227	1463227	+1	Upstream	CCP44065	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1459509	1464509	+1	Downstream	CCP44059	rfe	Rv1302	1	1215	CCP44059	1215	1		
gi|559794742|gb|CP003248.2|	1459509	1464509	+1	Downstream	CCP44059	rfe	Rv1302	1	1215	CCP44059	1215	1		
gi|559794742|gb|CP003248.2|	1460996	1461044	+1	Intergenic	atpB...atpE									
gi|559794742|gb|CP003248.2|	1460996	1461044	+1	Intergenic	atpB...atpE									
gi|559794742|gb|CP003248.2|	1458294	1459509	+1	Gene	Rv1302	rfe	Rv1302	1	1215					
gi|559794742|gb|CP003248.2|	1458294	1459509	+1	Transcript	CCP44059	rfe	Rv1302	1	1215	CCP44059	1215	1		
gi|559794742|gb|CP003248.2|	1458294	1459509	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1458295_1459506	rfe	Rv1302	1	1215	CCP44059	1215	1		
gi|559794742|gb|CP003248.2|	1458294	1459509	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1458295_1459509	rfe	Rv1302	1	1215	CCP44059	1215	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1457557	1458211	+1	Gene	Rv1301	Rv1301	Rv1301	1	654					
gi|559794742|gb|CP003248.2|	1457557	1458211	+1	Transcript	CCP44058	Rv1301	Rv1301	1	654	CCP44058	654	1		
gi|559794742|gb|CP003248.2|	1457557	1458211	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1457558_1458208	Rv1301	Rv1301	1	654	CCP44058	654	1		
gi|559794742|gb|CP003248.2|	1457557	1458211	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1457558_1458211	Rv1301	Rv1301	1	654	CCP44058	654	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1457542	1457557	+1	Intergenic	hemK...Rv1301									
gi|559794742|gb|CP003248.2|	1457542	1457557	+1	Intergenic	hemK...Rv1301									
gi|559794742|gb|CP003248.2|	1458211	1458294	+1	Intergenic	Rv1301...rfe									
gi|559794742|gb|CP003248.2|	1458211	1458294	+1	Intergenic	Rv1301...rfe									
gi|559794742|gb|CP003248.2|	1459765	1460251	+1	Gene	Rv1303	Rv1303	Rv1303	1	486					
gi|559794742|gb|CP003248.2|	1459765	1460251	+1	Transcript	CCP44060	Rv1303	Rv1303	1	486	CCP44060	486	1		
gi|559794742|gb|CP003248.2|	1459765	1460251	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1459766_1460248	Rv1303	Rv1303	1	486	CCP44060	486	1		
gi|559794742|gb|CP003248.2|	1459765	1460251	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1459766_1460251	Rv1303	Rv1303	1	486	CCP44060	486	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1460243	1460996	+1	Gene	Rv1304	atpB	Rv1304	1	753					
gi|559794742|gb|CP003248.2|	1460243	1460996	+1	Transcript	CCP44061	atpB	Rv1304	1	753	CCP44061	753	1		
gi|559794742|gb|CP003248.2|	1460243	1460996	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1460244_1460993	atpB	Rv1304	1	753	CCP44061	753	1		
gi|559794742|gb|CP003248.2|	1460243	1460996	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1460244_1460996	atpB	Rv1304	1	753	CCP44061	753	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1459509	1459765	+1	Intergenic	rfe...Rv1303									
gi|559794742|gb|CP003248.2|	1459509	1459765	+1	Intergenic	rfe...Rv1303									
gi|559794742|gb|CP003248.2|	1461836	1461842	+1	Intergenic	atpF...atpH									
gi|559794742|gb|CP003248.2|	1461836	1461842	+1	Intergenic	atpF...atpH									
gi|559794742|gb|CP003248.2|	1461290	1461320	+1	Intergenic	atpE...atpF									
gi|559794742|gb|CP003248.2|	1461290	1461320	+1	Intergenic	atpE...atpF									
gi|559794742|gb|CP003248.2|	1461044	1461290	+1	Gene	Rv1305	atpE	Rv1305	1	246					
gi|559794742|gb|CP003248.2|	1461044	1461290	+1	Transcript	CCP44062	atpE	Rv1305	1	246	CCP44062	246	1		
gi|559794742|gb|CP003248.2|	1461044	1461290	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1461045_1461287	atpE	Rv1305	1	246	CCP44062	246	1		
gi|559794742|gb|CP003248.2|	1461044	1461290	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1461045_1461290	atpE	Rv1305	1	246	CCP44062	246	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1461320	1461836	+1	Gene	Rv1306	atpF	Rv1306	1	516					
gi|559794742|gb|CP003248.2|	1461320	1461836	+1	Transcript	CCP44063	atpF	Rv1306	1	516	CCP44063	516	1		
gi|559794742|gb|CP003248.2|	1461320	1461836	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1461321_1461833	atpF	Rv1306	1	516	CCP44063	516	1		
gi|559794742|gb|CP003248.2|	1461320	1461836	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1461321_1461836	atpF	Rv1306	1	516	CCP44063	516	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1463183	1463227	+1	Intergenic	atpH...atpA									
gi|559794742|gb|CP003248.2|	1463183	1463227	+1	Intergenic	atpH...atpA									
gi|559794742|gb|CP003248.2|	1461842	1463183	+1	Gene	Rv1307	atpH	Rv1307	1	1341					
gi|559794742|gb|CP003248.2|	1461842	1463183	+1	Transcript	CCP44064	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1461842	1463183	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1461843_1463180	atpH	Rv1307	1	1341	CCP44064	1341	1		
gi|559794742|gb|CP003248.2|	1461842	1463183	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1461843_1463183	atpH	Rv1307	1	1341	CCP44064	1341	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1464877	1469877	+1	Downstream	CCP44065	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1464877	1469877	+1	Downstream	CCP44065	atpA	Rv1308	1	1650	CCP44065	1650	1		
gi|559794742|gb|CP003248.2|	1465320	1470320	+1	Upstream	CCP44072	murA	Rv1315	1	1257	CCP44072	1257	1		
gi|559794742|gb|CP003248.2|	1465320	1470320	+1	Upstream	CCP44072	murA	Rv1315	1	1257	CCP44072	1257	1		
gi|559794742|gb|CP003248.2|	1465801	1470801	+1	Downstream	CCP44066	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1465801	1470801	+1	Downstream	CCP44066	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1466618	1471618	+1	Upstream	EBG00000313377	mcr3	EBG00000313377	1	124	EBG00000313377	124	1		
gi|559794742|gb|CP003248.2|	1466618	1471618	+1	Upstream	EBG00000313377	mcr3	EBG00000313377	1	124	EBG00000313377	124	1		
gi|559794742|gb|CP003248.2|	1468131	1468170	+1	Intergenic	Rv1312...Rv1313c									
gi|559794742|gb|CP003248.2|	1468131	1468170	+1	Intergenic	Rv1312...Rv1313c									
gi|559794742|gb|CP003248.2|	1467301	1467314	+1	Intergenic	atpD...atpC									
gi|559794742|gb|CP003248.2|	1467301	1467314	+1	Intergenic	atpD...atpC									
gi|559794742|gb|CP003248.2|	1465801	1465840	+1	Intergenic	atpG...atpD									
gi|559794742|gb|CP003248.2|	1465801	1465840	+1	Intergenic	atpG...atpD									
gi|559794742|gb|CP003248.2|	1464883	1465801	+1	Gene	Rv1309	atpG	Rv1309	1	918					
gi|559794742|gb|CP003248.2|	1464883	1465801	+1	Transcript	CCP44066	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1464883	1465801	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1464884_1465798	atpG	Rv1309	1	918	CCP44066	918	1		
gi|559794742|gb|CP003248.2|	1464883	1465801	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1464884_1465801	atpG	Rv1309	1	918	CCP44066	918	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1464877	1464883	+1	Intergenic	atpA...atpG									
gi|559794742|gb|CP003248.2|	1464877	1464883	+1	Intergenic	atpA...atpG									
gi|559794742|gb|CP003248.2|	1465840	1467301	+1	Gene	Rv1310	atpD	Rv1310	1	1461					
gi|559794742|gb|CP003248.2|	1465840	1467301	+1	Transcript	CCP44067	atpD	Rv1310	1	1461	CCP44067	1461	1		
gi|559794742|gb|CP003248.2|	1465840	1467301	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1465841_1467298	atpD	Rv1310	1	1461	CCP44067	1461	1		
gi|559794742|gb|CP003248.2|	1465840	1467301	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1465841_1467301	atpD	Rv1310	1	1461	CCP44067	1461	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1467680	1467687	+1	Intergenic	atpC...Rv1312									
gi|559794742|gb|CP003248.2|	1467680	1467687	+1	Intergenic	atpC...Rv1312									
gi|559794742|gb|CP003248.2|	1467314	1467680	+1	Gene	Rv1311	atpC	Rv1311	1	366					
gi|559794742|gb|CP003248.2|	1467314	1467680	+1	Transcript	CCP44068	atpC	Rv1311	1	366	CCP44068	366	1		
gi|559794742|gb|CP003248.2|	1467314	1467680	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1467315_1467677	atpC	Rv1311	1	366	CCP44068	366	1		
gi|559794742|gb|CP003248.2|	1467314	1467680	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1467315_1467680	atpC	Rv1311	1	366	CCP44068	366	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1467687	1468131	+1	Gene	Rv1312	Rv1312	Rv1312	1	444					
gi|559794742|gb|CP003248.2|	1467687	1468131	+1	Transcript	CCP44069	Rv1312	Rv1312	1	444	CCP44069	444	1		
gi|559794742|gb|CP003248.2|	1467687	1468131	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1467688_1468128	Rv1312	Rv1312	1	444	CCP44069	444	1		
gi|559794742|gb|CP003248.2|	1467687	1468131	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1467688_1468131	Rv1312	Rv1312	1	444	CCP44069	444	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1470252	1470320	+1	Intergenic	Rv1314c...murA									
gi|559794742|gb|CP003248.2|	1470252	1470320	+1	Intergenic	Rv1314c...murA									
gi|559794742|gb|CP003248.2|	1469505	1469670	+1	Intergenic	Rv1313c...Rv1314c									
gi|559794742|gb|CP003248.2|	1469505	1469670	+1	Intergenic	Rv1313c...Rv1314c									
gi|559794742|gb|CP003248.2|	1468170	1469505	-1	Gene	Rv1313c	Rv1313c	Rv1313c	1	1335					
gi|559794742|gb|CP003248.2|	1468170	1469505	-1	Transcript	CCP44070	Rv1313c	Rv1313c	1	1335	CCP44070	1335	1		
gi|559794742|gb|CP003248.2|	1468170	1469505	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1468171_1468173	Rv1313c	Rv1313c	1	1335	CCP44070	1335	1		
gi|559794742|gb|CP003248.2|	1468170	1469505	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1468171_1469505	Rv1313c	Rv1313c	1	1335	CCP44070	1335	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1469670	1470252	-1	Gene	Rv1314c	Rv1314c	Rv1314c	1	582					
gi|559794742|gb|CP003248.2|	1469670	1470252	-1	Transcript	CCP44071	Rv1314c	Rv1314c	1	582	CCP44071	582	1		
gi|559794742|gb|CP003248.2|	1469670	1470252	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1469671_1469673	Rv1314c	Rv1314c	1	582	CCP44071	582	1		
gi|559794742|gb|CP003248.2|	1469670	1470252	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1469671_1470252	Rv1314c	Rv1314c	1	582	CCP44071	582	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1471577	1471618	+1	Intergenic	murA...mcr3									
gi|559794742|gb|CP003248.2|	1471577	1471618	+1	Intergenic	murA...mcr3									
gi|559794742|gb|CP003248.2|	1470320	1471577	+1	Gene	Rv1315	murA	Rv1315	1	1257					
gi|559794742|gb|CP003248.2|	1470320	1471577	+1	Transcript	CCP44072	murA	Rv1315	1	1257	CCP44072	1257	1		
gi|559794742|gb|CP003248.2|	1470320	1471577	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1470321_1471574	murA	Rv1315	1	1257	CCP44072	1257	1		
gi|559794742|gb|CP003248.2|	1470320	1471577	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1470321_1471577	murA	Rv1315	1	1257	CCP44072	1257	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1471618	1471742	+1	Gene	EBG00000313377	mcr3	EBG00000313377	1	124					
gi|559794742|gb|CP003248.2|	1471618	1471742	+1	Transcript	EBG00000313377	mcr3	EBG00000313377	1	124	EBG00000313377	124	1		
gi|559794742|gb|CP003248.2|	1471618	1471742	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1471619_1471742	mcr3	EBG00000313377	1	124	EBG00000313377	124	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1487319	1492319	+1	Downstream	CCP44085	glgE	Rv1327c	1	2106	CCP44085	2106	1		
gi|559794742|gb|CP003248.2|	1487319	1492319	+1	Downstream	CCP44085	glgE	Rv1327c	1	2106	CCP44085	2106	1		
gi|559794742|gb|CP003248.2|	1488075	1493075	+1	Downstream	CCP44082	Rv1324	Rv1324	1	915	CCP44082	915	1		
gi|559794742|gb|CP003248.2|	1488075	1493075	+1	Downstream	CCP44082	Rv1324	Rv1324	1	915	CCP44082	915	1		
gi|559794742|gb|CP003248.2|	1489563	1494563	+1	Upstream	CCP44086	glgP	Rv1328	1	2592	CCP44086	2592	1		
gi|559794742|gb|CP003248.2|	1489563	1494563	+1	Upstream	CCP44086	glgP	Rv1328	1	2592	CCP44086	2592	1		
gi|559794742|gb|CP003248.2|	1489965	1494965	+1	Upstream	CCP44083	PE_PGRS24	Rv1325c	1	1812	CCP44083	1812	1		
gi|559794742|gb|CP003248.2|	1489965	1494965	+1	Upstream	CCP44083	PE_PGRS24	Rv1325c	1	1812	CCP44083	1812	1		
gi|559794742|gb|CP003248.2|	1492194	1497194	+1	Downstream	CCP44087	dinG	Rv1329c	1	1995	CCP44087	1995	1		
gi|559794742|gb|CP003248.2|	1492194	1497194	+1	Downstream	CCP44087	dinG	Rv1329c	1	1995	CCP44087	1995	1		
gi|559794742|gb|CP003248.2|	1492312	1492319	+1	Intergenic	glgB...glgE									
gi|559794742|gb|CP003248.2|	1492312	1492319	+1	Intergenic	glgB...glgE									
gi|559794742|gb|CP003248.2|	1492312	1497312	+1	Upstream	CCP44084	glgB	Rv1326c	1	2196	CCP44084	2196	1		
gi|559794742|gb|CP003248.2|	1492312	1497312	+1	Upstream	CCP44084	glgB	Rv1326c	1	2196	CCP44084	2196	1		
gi|559794742|gb|CP003248.2|	1477513	1482513	+1	Downstream	CCP44077	Rv1320c	Rv1320c	1	1704	CCP44077	1704	1		
gi|559794742|gb|CP003248.2|	1477513	1482513	+1	Downstream	CCP44077	Rv1320c	Rv1320c	1	1704	CCP44077	1704	1		
gi|559794742|gb|CP003248.2|	1477631	1482631	+1	Upstream	CCP44073	ogt	Rv1316c	1	498	CCP44073	498	1		
gi|559794742|gb|CP003248.2|	1477631	1482631	+1	Upstream	CCP44073	ogt	Rv1316c	1	498	CCP44073	498	1		
gi|559794742|gb|CP003248.2|	1479118	1484118	+1	Upstream	CCP44074	alkA	Rv1317c	1	1491	CCP44074	1491	1		
gi|559794742|gb|CP003248.2|	1479118	1484118	+1	Upstream	CCP44074	alkA	Rv1317c	1	1491	CCP44074	1491	1		
gi|559794742|gb|CP003248.2|	1479278	1484278	+1	Upstream	CCP44078	Rv1321	Rv1321	1	681	CCP44078	681	1		
gi|559794742|gb|CP003248.2|	1479278	1484278	+1	Upstream	CCP44078	Rv1321	Rv1321	1	681	CCP44078	681	1		
